frequency_GHz,gain_dB,frequency_GHz,gain_dB,frequency_GHz,gain_dB
6.7,18.71271648,,,1.57,-0.139916606
6.71,18.71331916,,,1.571,-0.138880438
6.72,18.71991339,,,1.572,-0.137816712
6.73,18.73180041,,,1.573,-0.13672495
6.74,18.74708357,,,1.574,-0.13560496
6.75,18.76346416,,,1.575,-0.134456696
6.76,18.77865782,,,1.576,-0.133280188
6.77,18.79022844,,,1.577,-0.132075509
6.78,18.79511033,,,1.578,-0.130842772
6.79,18.78982961,,,1.579,-0.129582147
6.8,18.77216073,,,1.58,-0.128293884
6.81,18.74279012,,,1.581,-0.126978333
6.82,18.70502871,,,1.582,-0.125635958
6.83,18.66321628,,,1.583,-0.124267285
6.84,18.62157022,,,1.584,-0.122872746
6.85,18.58389961,,,1.585,-0.121452352
6.86,18.55361663,,,1.586,-0.120005265
6.87,18.53343559,,,1.587,-0.118529564
6.88,18.52450696,,,1.588,-0.117022635
6.89,18.52551398,,,1.589,-0.115482197
6.9,18.53295869,,,1.59,-0.113907222
6.91,18.54286363,,,1.591,-0.112298042
6.92,18.55229043,,,1.592,-0.110655769
6.93,18.55955671,,,1.593,-0.108981628
6.94,18.56368879,,,1.594,-0.10727659
6.95,18.56389478,,,1.595,-0.105541264
6.96,18.55939844,,,1.596,-0.103775937
6.97,18.54980351,,,1.597,-0.101980632
6.98,18.53587199,,,1.598,-0.100155168
6.99,18.51988755,,,1.599,-0.098299194
7,18.50464272,,,1.6,-0.096412214
7.01,18.49171197,,,1.601,-0.094493601
7.02,18.48090343,,,1.602,-0.092542631
7.03,18.47118293,,,1.603,-0.090558521
7.04,18.46170074,,,1.604,-0.088540527
7.05,18.45204546,,,1.605,-0.086488094
7.06,18.44179334,,,1.606,-0.084401101
7.07,18.42971366,,,1.607,-0.08228014
7.08,18.41323101,,,1.608,-0.080126628
7.09,18.38919558,,,1.609,-0.077942451
7.1,18.35632597,,,1.61,-0.075729001
7.11,18.31723518,,,1.611,-0.073486173
7.12,18.27759194,,,1.612,-0.071212226
7.13,18.24345247,,,1.613,-0.068904622
7.14,18.21943434,,,1.614,-0.066561055
7.15,18.20842181,,,1.615,-0.064179959
7.16,18.21188154,,,1.616,-0.061760504
7.17,18.2298691,,,1.617,-0.05930237
7.18,18.26035421,,,1.618,-0.056805525
7.19,18.29829757,,,1.619,-0.054270074
7.2,18.33585528,,,1.62,-0.051696175
7.21,18.36465916,,,1.621,-0.049084011
7.22,18.37867477,,,1.622,-0.046433782
7.23,18.37524835,,,1.623,-0.043745719
7.24,18.35432669,,,1.624,-0.041020111
7.25,18.31745014,,,1.625,-0.038257341
7.26,18.26737257,,,1.626,-0.035457917
7.27,18.20814157,,,1.627,-0.032622471
7.28,18.14509828,,,1.628,-0.029751685
7.29,18.08423237,,,1.629,-0.026846044
7.3,18.03076339,,,1.63,-0.023905406
7.31,17.98785578,,,1.631,-0.020928569
7.32,17.95668367,,,1.632,-0.017913294
7.33,17.93750415,,,1.633,-0.014857095
7.34,17.93027994,,,1.634,-0.011758298
7.35,17.93441883,,,1.635,-0.008616518
7.36,17.94821899,,,1.636,-0.005432341
7.37,17.96846841,,,1.637,-0.00220671
7.38,17.99041366,,,1.638,0.001059503
7.39,18.00848623,,,1.639,0.004365669
7.4,18.01806154,,,1.64,0.007711399
7.41,18.01736157,,,1.641,0.011096494
7.42,18.00758732,,,1.642,0.014520879
7.43,17.9910354,,,1.643,0.01798456
7.44,17.96952133,,,1.644,0.021487591
7.45,17.94455512,,,1.645,0.025030047
7.46,17.91816196,,,1.646,0.028612015
7.47,17.89288292,,,1.647,0.032233573
7.48,17.87071642,,,1.648,0.035894769
7.49,17.85158211,,,1.649,0.039595576
7.5,17.83222788,,,1.65,0.043335821
7.51,17.80694562,,,1.651,0.0471151
7.52,17.77082735,,,1.652,0.05093273
7.53,17.72340671,,,1.653,0.054787852
7.54,17.6691419,,,1.654,0.058679731
7.55,17.61467002,,,1.655,0.062608083
7.56,17.56593741,,,1.656,0.066573134
7.57,17.52712432,,,1.657,0.070575376
7.58,17.50095605,,,1.658,0.074615273
7.59,17.48914219,,,1.659,0.078693118
7.6,17.49196793,,,1.66,0.082809026
7.61,17.50704103,,,1.661,0.086962999
7.62,17.52855785,,,1.662,0.091154974
7.63,17.54871536,,,1.663,0.095384861
7.64,17.56071584,,,1.664,0.099652563
7.65,17.56070803,,,1.665,0.103957971
7.66,17.54743572,,,1.666,0.108300957
7.67,17.52090966,,,1.667,0.112681349
7.68,17.48156446,,,1.668,0.11709889
7.69,17.43020439,,,1.669,0.121553177
7.7,17.3684023,,,1.67,0.126043565
7.71,17.2988233,,,1.671,0.130569078
7.72,17.22483258,,,1.672,0.135128369
7.73,17.14924085,,,1.673,0.139719903
7.74,17.07332109,,,1.674,0.144342497
7.75,16.99742199,,,1.675,0.14899611
7.76,16.92257447,,,1.676,0.153682234
7.77,16.85130857,,,1.677,0.158403292
7.78,16.78710761,,,1.678,0.163161415
7.79,16.7332004,,,1.679,0.167957636
7.8,16.69137819,,,1.68,0.172791908
7.81,16.66116443,,,1.681,0.177663559
7.82,16.63973695,,,1.682,0.182571698
7.83,16.62309243,,,1.683,0.187515449
7.84,16.60800699,,,1.684,0.192494032
7.85,16.59287454,,,1.685,0.197506767
7.86,16.57631543,,,1.686,0.202553057
7.87,16.55532919,,,1.687,0.207632362
7.88,16.52516603,,,1.688,0.212744179
7.89,16.48073514,,,1.689,0.217888038
7.9,16.41804264,,,1.69,0.223063502
7.91,16.33462548,,,1.691,0.228270194
7.92,16.22885668,,,1.692,0.233507838
7.93,16.09896432,,,1.693,0.238776329
7.94,15.9435482,,,1.694,0.244075806
7.95,15.76467482,,,1.695,0.249406648
7.96,15.57103763,,,1.696,0.254769306
7.97,15.37667745,,,1.697,0.260163976
7.98,15.19540965,,,1.698,0.265590359
7.99,15.03602533,,,1.699,0.271047784
8,14.90122697,,,1.7,0.276535589
8.01,14.78885926,,,1.701,0.282053438
8.02,14.69295597,,,1.702,0.287601376
8.03,14.60345683,,,1.703,0.293179739
8.04,14.50505491,,,1.704,0.298789031
8.05,14.37728809,,,1.705,0.304429832
8.06,14.19883318,,,1.706,0.310102735
8.07,13.95602234,,,1.707,0.315808312
8.08,13.64958883,,,1.708,0.321547083
8.09,13.29319794,,,1.709,0.327319484
8.1,12.90520501,,,1.71,0.333125823
8.11,12.50056298,,,1.711,0.338966195
8.12,12.08692371,,,1.712,0.344840334
8.13,11.66385419,,,1.713,0.350747362
8.14,11.22240157,,,1.714,0.356685457
8.15,10.74366976,,,1.715,0.362651557
8.16,10.19738739,,,1.716,0.368641541
8.17,9.54331085,,,1.717,0.374651437
8.18,8.738267759,,,1.718,0.380679655
8.19,7.748255044,,,1.719,0.386728631
8.2,6.560133013,,,1.72,0.392803915
8.21,5.187273252,,,1.721,0.398911252
8.22,3.673843965,,,1.722,0.405054287
8.23,2.12308454,,,1.723,0.411234221
8.24,0.785502961,,,1.724,0.417450642
8.25,0.111988703,,,1.725,0.423702438
8.26,0.366910005,,,1.726,0.429988364
8.27,1.169389344,,,1.727,0.436307292
8.28,1.956091499,,,1.728,0.442658271
8.29,2.356142809,,,1.729,0.449040519
8.3,2.142266611,,,1.73,0.455453385
8.31,1.500769398,,,1.731,0.461896322
8.32,1.088291584,,,1.732,0.468368888
8.33,1.603886717,,,1.733,0.47487079
8.34,1.796648885,,,1.734,0.481402017
8.35,1.641041671,,,1.735,0.487963075
8.36,2.02779629,,,1.736,0.494555323
8.37,2.314593285,,,1.737,0.501181203
8.38,2.673177485,,,1.738,0.507843933
8.39,3.023942709,,,1.739,0.51454624
8.4,3.276034922,,,1.74,0.521288684
8.41,3.771560901,,,1.741,0.528069105
8.42,-1.023628056,,,1.742,0.53488392
8.43,-1.654640493,,,1.743,0.541729966
8.44,0.170829769,,,1.744,0.548605429
8.45,0.811156066,,,1.745,0.555509753
8.46,0.900051611,,,1.746,0.562443163
8.47,1.180292899,,,1.747,0.56940625
8.48,1.12008284,,,1.748,0.576399721
8.49,2.57661634,,,1.749,0.583424273
8.5,2.698080214,,,1.75,0.590480517
8.51,1.451325585,,,1.751,0.597568902
8.52,0.843222177,,,1.752,0.604689594
8.53,2.81433363,,,1.753,0.611842249
8.54,5.465140659,,,1.754,0.619025645
8.55,7.594121904,,,1.755,0.626237122
8.56,9.08640391,,,1.756,0.633471919
8.57,10.02102472,,,1.757,0.640722798
8.58,10.54490114,,,1.758,0.64798098
8.59,10.8175217,,,1.759,0.655239681
8.6,10.94633294,,,1.76,0.662499863
8.61,10.95808542,,,1.761,0.669773629
8.62,10.79716667,,,1.762,0.677079899
8.63,10.33487912,,,1.763,0.68443487
8.64,9.401050272,,,1.764,0.691845961
8.65,7.843413477,,,1.765,0.699312573
8.66,5.564365744,,,1.766,0.706829944
8.67,2.586324938,,,1.767,0.714392264
8.68,-0.010851996,,,1.768,0.721994105
8.69,0.499999681,,,1.769,0.729630703
8.7,2.152165939,,,1.77,0.737297725
8.71,2.112672757,,,1.771,0.744990875
8.72,0.153321655,,,1.772,0.752705493
8.73,0.611454195,,,1.773,0.760436231
8.74,0.331725238,,,1.774,0.768176939
8.75,0.675654764,,,1.775,0.77592108
8.76,0.297396534,,,1.776,0.783663364
8.77,-0.694378779,,,1.777,0.791403763
8.78,-11.52985243,,,1.778,0.7991549
8.79,-51.39014174,,,1.779,0.806950913
8.8,-49.73667816,,,1.78,0.814848252
8.81,-0.663407188,,,1.781,0.822904608
8.82,-0.208706589,,,1.782,0.831142012
8.83,-0.06269126,,,1.783,0.839531057
8.84,-0.14895047,,,1.784,0.848015084
8.85,-0.304683159,,,1.785,0.856544245
8.86,0.066958337,,,1.786,0.865089937
8.87,0.197796471,,,1.787,0.873641681
8.88,-0.006610823,,,1.788,0.882199283
8.89,0.415144446,,,1.789,0.890766924
8.9,1.116848837,,,1.79,0.899350016
8.91,1.431349342,,,1.791,0.907953904
8.92,1.110710527,,,1.792,0.916583524
8.93,0.565084424,,,1.793,0.925243509
8.94,0.11780881,,,1.794,0.933938482
8.95,0.049808969,,,1.795,0.942673411
8.96,0.574073099,,,1.796,0.951453878
8.97,1.616655806,,,1.797,0.960285942
8.98,2.916866947,,,1.798,0.969174998
8.99,4.253087546,,,1.799,0.978122908
9,5.496250706,,,1.8,0.987123754
9.01,6.58310805,,,1.801,0.996161591
9.02,7.496236834,,,1.802,1.005215365
9.03,8.25278731,,,1.803,1.014269887
9.04,8.889938235,,,1.804,1.023322928
9.05,9.447713939,,,1.805,1.032382546
9.06,9.957280503,,,1.806,1.041459928
9.07,10.43793338,,,1.807,1.050564464
9.08,10.89904574,,,1.808,1.059702345
9.09,11.34259503,,,1.809,1.068877026
9.1,11.76469341,,,1.81,1.078090111
9.11,12.15663598,,,1.811,1.087342077
9.12,12.5069123,,,1.812,1.096632736
9.13,12.80541767,,,1.813,1.105961493
9.14,13.0489351,,,1.814,1.115327475
9.15,13.24405399,,,1.815,1.124729607
9.16,13.40449761,,,1.816,1.134166697
9.17,13.54524043,,,1.817,1.143637634
9.18,13.67851643,,,1.818,1.153141826
9.19,13.81328765,,,1.819,1.162679997
9.2,13.95623052,,,1.82,1.172255174
9.21,14.11242497,,,1.821,1.181872979
9.22,14.28518828,,,1.822,1.191539843
9.23,14.47510163,,,1.823,1.201259356
9.24,14.67869757,,,1.824,1.211029869
9.25,14.88796871,,,1.825,1.220845889
9.26,15.09193377,,,1.826,1.230701397
9.27,15.27979444,,,1.827,1.240592001
9.28,15.4433934,,,1.828,1.250515243
9.29,15.57772405,,,1.829,1.260470041
9.3,15.68053818,,,1.83,1.270456065
9.31,15.75227771,,,1.831,1.280473332
9.32,15.79639865,,,1.832,1.290521992
9.33,15.81956211,,,1.833,1.300602242
9.34,15.83112665,,,1.834,1.310714294
9.35,15.84143505,,,1.835,1.320858368
9.36,15.85890744,,,1.836,1.331034645
9.37,15.88738866,,,1.837,1.341243126
9.38,15.92606191,,,1.838,1.351483304
9.39,15.97207339,,,1.839,1.361753546
9.4,16.02306013,,,1.84,1.372050298
9.41,16.07761702,,,1.841,1.382367751
9.42,16.1345198,,,1.842,1.392699185
9.43,16.19224878,,,1.843,1.403040205
9.44,16.24951281,,,1.844,1.413391304
9.45,16.30663712,,,1.845,1.423756893
9.46,16.36681104,,,1.846,1.434142022
9.47,16.43528462,,,1.847,1.444550063
9.48,16.51547774,,,1.848,1.454982383
9.49,16.60477664,,,1.849,1.465439015
9.5,16.69466652,,,1.85,1.475919377
9.51,16.77517423,,,1.851,1.486422739
9.52,16.83903036,,,1.852,1.496948447
9.53,16.88285921,,,1.853,1.507496012
9.54,16.90640781,,,1.854,1.518065115
9.55,16.91167213,,,1.855,1.528655592
9.56,16.90278338,,,1.856,1.539267411
9.57,16.88637575,,,1.857,1.549900704
9.58,16.87118977,,,1.858,1.560555893
9.59,16.86568693,,,1.859,1.571233994
9.6,16.87466017,,,1.86,1.58193706
9.61,16.8978788,,,1.861,1.592668415
9.62,16.93190433,,,1.862,1.603431944
9.63,16.97296597,,,1.863,1.614230088
9.64,17.01861313,,,1.864,1.625061984
9.65,17.06766251,,,1.865,1.63592384
9.66,17.11923094,,,1.866,1.646811129
9.67,17.17191925,,,1.867,1.65772032
9.68,17.2238561,,,1.868,1.668649223
9.69,17.27356443,,,1.869,1.679596575
9.7,17.32070829,,,1.87,1.690561572
9.71,17.3657009,,,1.871,1.701543571
9.72,17.40848719,,,1.872,1.712541969
9.73,17.44774518,,,1.873,1.723556159
9.74,17.48107422,,,1.874,1.73458554
9.75,17.50595609,,,1.875,1.745629518
9.76,17.52111412,,,1.876,1.75668751
9.77,17.52763053,,,1.877,1.767758884
9.78,17.52882305,,,1.878,1.778842836
9.79,17.52834487,,,1.879,1.78993814
9.8,17.52768181,,,1.88,1.80104282
9.81,17.52558022,,,1.881,1.812153994
9.82,17.52016325,,,1.882,1.823268421
9.83,17.51120636,,,1.883,1.834383944
9.84,17.50039269,,,1.884,1.845500732
9.85,17.49021968,,,1.885,1.856620847
9.86,17.48310838,,,1.886,1.867746597
9.87,17.48138385,,,1.887,1.878879357
9.88,17.48799237,,,1.888,1.890019445
9.89,17.50714754,,,1.889,1.901166504
9.9,17.54337421,,,1.89,1.912319885
9.91,17.59827675,,,1.891,1.923478865
9.92,17.66765105,,,1.892,1.93464274
9.93,17.7424375,,,1.893,1.945810855
9.94,17.81258336,,,1.894,1.956982597
9.95,17.87013318,,,1.895,1.96815738
9.96,17.91014776,,,1.896,1.979334633
9.97,17.93045462,,,1.897,1.990513816
9.98,17.93141283,,,1.898,2.001694476
9.99,17.91610639,,,1.899,2.012876403
10,17.89047877,,,1.9,2.0240599
10.01,17.86227963,,,1.901,2.035246034
10.02,17.83854777,,,1.902,2.046436503
10.03,17.82348195,,,1.903,2.057632773
10.04,17.81846515,,,1.904,2.068835053
10.05,17.82344343,,,1.905,2.080042192
10.06,17.83798538,,,1.906,2.091252548
10.07,17.8615154,,,1.907,2.102464813
10.08,17.89303583,,,1.908,2.113678257
10.09,17.93071311,,,1.909,2.124892613
10.1,17.97167652,,,1.91,2.136107882
10.11,18.0124112,,,1.911,2.147324204
10.12,18.0497383,,,1.912,2.158541782
10.13,18.08158987,,,1.913,2.16976086
10.14,18.10691998,,,1.914,2.180981714
10.15,18.12520771,,,1.915,2.192204656
10.16,18.1362724,,,1.916,2.203430045
10.17,18.14053842,,,1.917,2.214658278
10.18,18.13959739,,,1.918,2.225889763
10.19,18.1367786,,,1.919,2.237124815
10.2,18.13696314,,,1.92,2.248363472
10.21,18.14463563,,,1.921,2.259605291
10.22,18.16074401,,,1.922,2.270849393
10.23,18.18153133,,,1.923,2.282094987
10.24,18.20108943,,,1.924,2.293342023
10.25,18.21472045,,,1.925,2.304591274
10.26,18.22009814,,,1.926,2.315843861
10.27,18.21674357,,,1.927,2.327100797
10.28,18.20553405,,,1.928,2.338362833
10.29,18.1889562,,,1.929,2.349630503
10.3,18.17173145,,,1.93,2.360904212
10.31,18.16062955,,,1.931,2.372184297
10.32,18.1622271,,,1.932,2.383471067
10.33,18.1795741,,,1.933,2.394764809
10.34,18.21103523,,,1.934,2.406065787
10.35,18.25221262,,,1.935,2.417374221
10.36,18.2983612,,,1.936,2.428690261
10.37,18.34545481,,,1.937,2.440013953
10.38,18.39019545,,,1.938,2.451345222
10.39,18.42980141,,,1.939,2.462683944
10.4,18.46206167,,,1.94,2.474030207
10.41,18.4856827,,,1.941,2.485384731
10.42,18.50044516,,,1.942,2.496749119
10.43,18.50674106,,,1.943,2.508125396
10.44,18.50504331,,,1.944,2.519515105
10.45,18.49606785,,,1.945,2.530918878
10.46,18.48129656,,,1.946,2.542336729
10.47,18.46319196,,,1.947,2.553768528
10.48,18.44501019,,,1.948,2.565214264
10.49,18.43036554,,,1.949,2.57667411
10.5,18.42250928,,,1.95,2.588148395
10.51,18.42328106,,,1.951,2.599637561
10.52,18.43233999,,,1.952,2.611142136
10.53,18.44771393,,,1.953,2.622662721
10.54,18.46730499,,,1.954,2.634199986
10.55,18.48963576,,,1.955,2.645754695
10.56,18.513433,,,1.956,2.657327742
10.57,18.5371233,,,1.957,2.668920207
10.58,18.55903478,,,1.958,2.680533406
10.59,18.57836141,,,1.959,2.692168834
10.6,18.59630238,,,1.96,2.703827844
10.61,18.61590627,,,1.961,2.715511076
10.62,18.63941026,,,1.962,2.727218139
10.63,18.66518906,,,1.963,2.738948103
10.64,18.68823385,,,1.964,2.750700404
10.65,18.7034842,,,1.965,2.762475216
10.66,18.70818347,,,1.966,2.774273215
10.67,18.70213664,,,1.967,2.786095202
10.68,18.68709788,,,1.968,2.797941901
10.69,18.66629311,,,1.969,2.809813896
10.7,18.64418226,,,1.97,2.82171164
10.71,18.62584668,,,1.971,2.833635484
10.72,18.61548997,,,1.972,2.845585705
10.73,18.61504449,,,1.973,2.85756251
10.74,18.62438066,,,1.974,2.869566029
10.75,18.64253166,,,1.975,2.881596258
10.76,18.66842472,,,1.976,2.893652966
10.77,18.70085471,,,1.977,2.90573554
10.78,18.73818745,,,1.978,2.917842898
10.79,18.77814768,,,1.979,2.929973691
10.8,18.81788674,,,1.98,2.942127095
10.81,18.85446177,,,1.981,2.954303795
10.82,18.88550724,,,1.982,2.966505993
10.83,18.90948441,,,1.983,2.978736108
10.84,18.92538319,,,1.984,2.990995582
10.85,18.93246151,,,1.985,3.003284758
10.86,18.93040602,,,1.986,3.015603354
10.87,18.91986102,,,1.987,3.02795089
10.88,18.90316295,,,1.988,3.040326896
10.89,18.88475996,,,1.989,3.05273096
10.9,18.8697655,,,1.99,3.065162729
10.91,18.86108552,,,1.991,3.077621879
10.92,18.85710484,,,1.992,3.090108109
10.93,18.85535001,,,1.993,3.102621145
10.94,18.85226679,,,1.994,3.115160787
10.95,18.84771767,,,1.995,3.127727016
10.96,18.84239068,,,1.996,3.140320172
10.97,18.83776142,,,1.997,3.152941142
10.98,18.83587197,,,1.998,3.165591301
10.99,18.84010582,,,1.999,3.178271782
11,18.85438323,,,2,3.190982214
11.01,18.8809911,,,2.001,3.20372023
11.02,18.91865099,,,2.002,3.216482656
11.03,18.96348673,,,2.003,3.229267078
11.04,19.0110486,,,2.004,3.242072313
11.05,19.05742936,,,2.005,3.25489801
11.06,19.0992094,,,2.006,3.267744167
11.07,19.13362052,,,2.007,3.280610868
11.08,19.1585643,,,2.008,3.293498211
11.09,19.17298937,,,2.009,3.306406313
11.1,19.17676091,,,2.01,3.319335352
11.11,19.17012651,,,2.011,3.332285585
11.12,19.1534432,,,2.012,3.345257344
11.13,19.12774006,,,2.013,3.358250971
11.14,19.09497476,,,2.014,3.37126665
11.15,19.0585364,,,2.015,3.384304121
11.16,19.02275528,,,2.016,3.397362342
11.17,18.9926137,,,2.017,3.410439489
11.18,18.97246038,,,2.018,3.423533932
11.19,18.96417015,,,2.019,3.43664606
11.2,18.96663237,,,2.02,3.449779049
11.21,18.97766311,,,2.021,3.462937153
11.22,18.99582211,,,2.022,3.476123394
11.23,19.02027409,,,2.023,3.489338846
11.24,19.04992291,,,2.024,3.502583192
11.25,19.08321141,,,2.025,3.515855442
11.26,19.11890131,,,2.026,3.529154343
11.27,19.15721719,,,2.027,3.54247855
11.28,19.19946555,,,2.028,3.555826664
11.29,19.24503459,,,2.029,3.569197256
11.3,19.28928268,,,2.03,3.582588871
11.31,19.32558605,,,2.031,3.596000077
11.32,19.34857382,,,2.032,3.609429557
11.33,19.35544321,,,2.033,3.622876299
11.34,19.34585976,,,2.034,3.636339892
11.35,19.32162533,,,2.035,3.649820849
11.36,19.28636173,,,2.036,3.663320479
11.37,19.24476266,,,2.037,3.676839698
11.38,19.20127272,,,2.038,3.69037711
11.39,19.15930575,,,2.039,3.703928558
11.4,19.12170897,,,2.04,3.717489112
11.41,19.09137638,,,2.041,3.731055179
11.42,19.07124235,,,2.042,3.744624882
11.43,19.06395479,,,2.043,3.758197384
11.44,19.07144301,,,2.044,3.771772219
11.45,19.09423559,,,2.045,3.785348953
11.46,19.13070941,,,2.046,3.79892708
11.47,19.17733189,,,2.047,3.812506008
11.48,19.2301636,,,2.048,3.826085075
11.49,19.28570034,,,2.049,3.839663557
11.5,19.340276,,,2.05,3.853240623
11.51,19.38943204,,,2.051,3.866815221
11.52,19.42817038,,,2.052,3.880385829
11.53,19.45224988,,,2.053,3.893950064
11.54,19.46046777,,,2.054,3.90750437
11.55,19.45628748,,,2.055,3.921044474
11.56,19.44525405,,,2.056,3.934567302
11.57,19.42941408,,,2.057,3.948073155
11.58,19.40631485,,,2.058,3.961565297
11.59,19.37302404,,,2.059,3.975047041
11.6,19.32923446,,,2.06,3.988519724
11.61,19.27815556,,,2.061,4.001982822
11.62,19.22693314,,,2.062,4.015434892
11.63,19.18600891,,,2.063,4.028874261
11.64,19.1638737,,,2.064,4.042299336
11.65,19.16002495,,,2.065,4.055708676
11.66,19.16763883,,,2.066,4.069100985
11.67,19.18200258,,,2.067,4.082475094
11.68,19.20247824,,,2.068,4.095829948
11.69,19.23005207,,,2.069,4.109164652
11.7,19.26552547,,,2.07,4.122478587
11.71,19.30888362,,,2.071,4.13577165
11.72,19.35892172,,,2.072,4.149044558
11.73,19.41280508,,,2.073,4.162298904
11.74,19.46623326,,,2.074,4.175536307
11.75,19.51449377,,,2.075,4.188756586
11.76,19.5533743,,,2.076,4.2019568
11.77,19.57949142,,,2.077,4.215132768
11.78,19.59061406,,,2.078,4.228281311
11.79,19.58630621,,,2.079,4.241400926
11.8,19.56848599,,,2.08,4.254491206
11.81,19.54062358,,,2.081,4.267552166
11.82,19.50504649,,,2.082,4.280583873
11.83,19.46171703,,,2.083,4.293586333
11.84,19.41073268,,,2.084,4.306559478
11.85,19.35438899,,,2.085,4.319503185
11.86,19.29663577,,,2.086,4.332417291
11.87,19.24196697,,,2.087,4.345301565
11.88,19.19514119,,,2.088,4.358155611
11.89,19.1615409,,,2.089,4.370978661
11.9,19.14664364,,,2.09,4.383769229
11.91,19.15341363,,,2.091,4.396524823
11.92,19.18057041,,,2.092,4.409242348
11.93,19.22440697,,,2.093,4.421919814
11.94,19.28098623,,,2.094,4.434558249
11.95,19.34649293,,,2.095,4.447161189
11.96,19.41681402,,,2.096,4.459732045
11.97,19.48729727,,,2.097,4.472272469
11.98,19.55281252,,,2.098,4.484782598
11.99,19.60806519,,,2.099,4.497261887
12,19.64815343,,,2.1,4.509709682
12.01,19.66919611,,,2.101,4.522125443
12.02,19.66881833,,,2.102,4.534508798
12.03,19.64653634,,,2.103,4.546859532
12.04,19.6041536,,,2.104,4.55917756
12.05,19.54610292,,,2.105,4.571462925
12.06,19.47907831,,,2.106,4.583715827
12.07,19.40971896,,,2.107,4.595936707
12.08,19.34161982,,,2.108,4.608126434
12.09,19.27611926,,,2.109,4.620286534
12.1,19.21541466,,,2.11,4.632419218
12.11,19.16303192,,,2.111,4.644526719
12.12,19.12252607,,,2.112,4.656610067
12.13,19.09688217,,,2.113,4.668668721
12.14,19.08905235,,,2.114,4.680701732
12.15,19.10239194,,,2.115,4.692708986
12.16,19.13872653,,,2.116,4.704691393
12.17,19.19543978,,,2.117,4.716650498
12.18,19.26638675,,,2.118,4.728588107
12.19,19.34487352,,,2.119,4.740506092
12.2,19.42472519,,,2.12,4.752406303
12.21,19.50004203,,,2.121,4.764290536
12.22,19.56507383,,,2.122,4.776160496
12.23,19.61448045,,,2.123,4.788017764
12.24,19.64377921,,,2.124,4.799863726
12.25,19.64986026,,,2.125,4.811699461
